object_id,global_id,parent_global_id,monitoring_date,location,pool_id,transect_axis,total_transect_length,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vegetation_zone,quadrat_notes,percent_bare_ground,percent_thatch,count_of_native_species_automatically_calculated,sum_of_native_cover_automatically_calculated,count_of_non_native_species_automatically_calculated,sum_of_non_native_cover_automatically_calculated,count_of_unknown_species_automatically_calculated,sum_of_unknown_cover_automatically_calculated,sum_of_all_cover_automatically_calculated,type,species,unlisted_species,other_cover_notes,percent_cover,location_pool_id,transect_axia,spp_cal_flora
1711,a2f98c4a-0234-4d84-aa3c-f0555347e3b9,d6f7b2a3-f92c-4a0e-95bc-8d7fca10d82b,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,12,Left,bottom,0,16,0,7,133,3,8,8,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=10626
1683,30f79694-5fda-49b1-859e-983d6c097421,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,0,0,134,Native,Eryngium_vaseyi,NA,NA,28,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1684,93ae9df5-a55f-4f5e-a94a-529bb948932e,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,0,0,134,Native,Eleocharis_macrostachya,NA,NA,12,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1685,d9e1f851-d1e5-4113-8080-ebf953ce7d1d,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,0,0,134,Native,Psilocarphus_brevissimus,NA,NA,59,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1686,4b0d095e-cee7-4539-b870-0431b6052b74,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,0,0,134,Native,Plagiobothrys_undulatus,NA,NA,8,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1687,decf5986-b801-4a27-be4d-6168df5c9360,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,0,0,134,Native,Eleocharis_acicularis,NA,NA,9,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1707,c00a5344-3d64-4dfa-8cd3-01014207af44,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,2,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1708,4964f6ea-97bc-4fdf-9668-42bc427c7ff4,1ff5d4f7-dde1-4bb8-a530-0bfcebd65d7e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,14,Right,bottom,0,14,2,5,116,2,2,2,0,0,Non-Native,Spergularia_spp.,NA,NA,1,Del Sol/Camino Corto - 3,NA,NA
1678,f57d0e79-4bfc-49bb-992b-e1fcb0e3c7de,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,0,0,121,Native,Eryngium_vaseyi,NA,NA,23,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1679,ada12912-0d8c-41f5-931b-d3d0432a46c2,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,0,0,121,Native,Psilocarphus_brevissimus,NA,NA,41,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1680,c60a9f8a-4f65-447d-9a0c-01de03668e16,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,0,0,121,Native,Plagiobothrys_undulatus,NA,NA,15,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1681,e8467edc-1c80-4849-8015-100eaad4edcb,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,0,0,121,Native,Eleocharis_acicularis,NA,NA,2,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1682,a48d1900-e8b3-4ee3-87ca-4fb42983472f,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,0,0,121,Native,Eleocharis_macrostachya,NA,NA,26,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1705,0de1e0b6-e95f-4d49-8d5c-bb737e854024,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,2,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1706,3dd469f2-f675-496a-9aaf-b65f0d71563d,85b51486-2ec1-4446-b986-39f9bd2d5d56,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,16,Left,bottom,0,12,0,5,107,2,2,2,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=10626
1674,7e1861ac-1783-4855-829a-fe8d7ca96c56,4e5bca14-2fb4-4720-9c89-7eae1d291ea5,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,18,Left,bottom,0,44,0,4,69,0,0,0,0,113,Native,Eleocharis_macrostachya,NA,NA,27,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1675,5dadc25c-b9a9-4a84-8151-0b6e13c6a690,4e5bca14-2fb4-4720-9c89-7eae1d291ea5,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,18,Left,bottom,0,44,0,4,69,0,0,0,0,113,Native,Eryngium_vaseyi,NA,NA,21,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1676,6e0fe877-3d4d-4796-b1d8-79fe6cad9edf,4e5bca14-2fb4-4720-9c89-7eae1d291ea5,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,18,Left,bottom,0,44,0,4,69,0,0,0,0,113,Native,Plagiobothrys_undulatus,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1677,d6472b9e-b997-4055-a358-bd1fcca02217,4e5bca14-2fb4-4720-9c89-7eae1d291ea5,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,18,Left,bottom,0,44,0,4,69,0,0,0,0,113,Native,Psilocarphus_brevissimus,NA,NA,10,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1670,63dcd374-4fe2-4c85-aadc-f9904b6089d8,fdc51ecf-9490-416a-a0b5-184470b4b406,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,20,Right,bottom,Cysts,34,0,4,66,0,0,0,0,100,Native,Eryngium_vaseyi,NA,NA,21,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1671,e10e5a0d-df18-4937-873f-8c7d0ac620e8,fdc51ecf-9490-416a-a0b5-184470b4b406,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,20,Right,bottom,Cysts,34,0,4,66,0,0,0,0,100,Native,Eleocharis_macrostachya,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1672,09d3605e-7923-4cd9-91d5-7e51606944dd,fdc51ecf-9490-416a-a0b5-184470b4b406,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,20,Right,bottom,Cysts,34,0,4,66,0,0,0,0,100,Native,Psilocarphus_brevissimus,NA,NA,20,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1673,0ad29823-78c6-417a-bb86-2901b0291934,fdc51ecf-9490-416a-a0b5-184470b4b406,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,20,Right,bottom,Cysts,34,0,4,66,0,0,0,0,100,Native,Plagiobothrys_undulatus,NA,NA,14,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1666,9810527c-4351-4de4-b045-ad46853efeba,26ef847b-3be9-4465-962e-21dc4d2c0f1b,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,22,Left,bottom,Next to measuring gauge,26,0,4,91,0,0,0,0,117,Native,Eryngium_vaseyi,NA,NA,25,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1667,cf25290a-197e-4253-8465-7e982ca6e8d9,26ef847b-3be9-4465-962e-21dc4d2c0f1b,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,22,Left,bottom,Next to measuring gauge,26,0,4,91,0,0,0,0,117,Native,Eleocharis_macrostachya,NA,NA,44,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1668,f2153365-b415-4fbb-bee2-93aaeedca288,26ef847b-3be9-4465-962e-21dc4d2c0f1b,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,22,Left,bottom,Next to measuring gauge,26,0,4,91,0,0,0,0,117,Native,Psilocarphus_brevissimus,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1669,5bb273e5-7946-44e9-9ee4-7b84417e3c36,26ef847b-3be9-4465-962e-21dc4d2c0f1b,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,22,Left,bottom,Next to measuring gauge,26,0,4,91,0,0,0,0,117,Native,Plagiobothrys_undulatus,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1660,b554e67f-b844-4a08-a46c-a617c50fd440,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Eryngium_vaseyi,NA,NA,19,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1661,74431e7c-9378-4882-82aa-df2eef128933,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Eleocharis_macrostachya,NA,NA,16,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1662,4fb72598-3b86-4f77-b398-9a1464c56ced,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Grindelia_camporum,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3956
1663,0774bfbd-2b7b-4ecf-bcc9-7d37e1cf186b,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Psilocarphus_brevissimus,NA,NA,28,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1664,3833935f-e96b-403d-a959-97166deb53b2,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Plagiobothrys_undulatus,NA,NA,12,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1665,6acaa535-7a9f-405a-9bc5-dfa9cc47079c,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,0,0,109,Native,Eleocharis_acicularis,NA,NA,5,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1701,aea5fca6-0c7b-47ce-9670-344c586840f8,4075ffda-4ef8-4eee-8500-277f40db5e4e,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,24,Right,bottom,0,27,0,6,81,1,1,1,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1655,32d49d81-83b4-4113-9daa-4329638ff5c1,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,0,0,120,Native,Eryngium_vaseyi,NA,NA,19,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1656,bdd1d292-6dbc-41e0-b4ea-bb706eb035db,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,0,0,120,Native,Eleocharis_macrostachya,NA,NA,7,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1657,e1b7f908-f3d8-42de-98c4-befe6d485b67,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,0,0,120,Native,Psilocarphus_brevissimus,NA,NA,41,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1658,351c670a-5248-4c50-9461-eb7f550fc782,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,0,0,120,Native,Plagiobothrys_undulatus,NA,NA,21,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1659,517b15b2-53d4-4e23-b2fd-a36a9eb6275a,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,0,0,120,Native,Eleocharis_acicularis,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1699,1be1ed80-cea1-4872-addc-e9018d74bacc,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,2,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=10626
1700,1711eb03-dbc0-4c00-a40c-2b59c0030193,9cd5ece1-bf8c-4586-bfec-583bf6007e96,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,26,Left,bottom,0,19,0,5,99,2,2,2,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1649,2d11a97c-da2d-402a-9d34-c48fb5ac1373,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Eryngium_vaseyi,NA,NA,19,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1650,dbfd1d3b-7630-46ac-a9f8-bcb17139c639,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Eleocharis_macrostachya,NA,NA,22,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1651,9f31e112-b0e0-41ad-a567-e14109df1fa5,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Psilocarphus_brevissimus,NA,NA,44,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1652,6de4b7ba-95ce-4898-990e-424ed3710481,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Plagiobothrys_undulatus,NA,NA,20,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1653,06253f28-aff6-41b1-ae53-f8dae68b2302,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Eleocharis_acicularis,NA,NA,12,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1654,54183529-f9f8-4139-b3eb-194786463b98,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,0,0,131,Native,Centromadia_parryi_australis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=8895
1698,29ce9af1-8eaf-432b-b030-7da2674eba2d,2d343ced-e503-4b85-804c-2b7848893a93,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,28,Right,bottom,0,12,0,6,118,1,1,1,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1642,64441ded-c837-4029-b06c-de130236f0d1,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Eryngium_vaseyi,NA,NA,16,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1643,6983758a-8374-4626-b527-a24a2105f790,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Grindelia_camporum,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3956
1644,23808597-f665-459b-a5b3-d6910853c293,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Eleocharis_macrostachya,NA,NA,16,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1645,3a5d67d0-9ef4-4cb1-b887-7dc10c124a38,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Eleocharis_acicularis,NA,NA,3,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2905
1646,12563223-913c-4655-acc5-1e079103c795,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Psilocarphus_brevissimus,NA,NA,44,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1647,dc272ae2-df5f-4fc7-b962-81250731f87e,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Plagiobothrys_undulatus,NA,NA,19,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1648,87f56e47-55b9-48a3-afc0-080e063b31f8,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,0,0,124,Native,Juncus_bufonius,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=4441
1695,8569f19e-db5b-495a-bf32-84895e57e01b,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,13,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=10626
1696,38384af4-875a-405a-b7b0-4389ebefa916,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,13,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1697,f2dcdd8c-0424-429d-9746-a6e42e813e1a,fc52a0e7-6419-46ef-89c9-ec256af6ad18,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,30,Left,bottom,0,11,0,7,100,3,13,13,0,0,Non-Native,Hordeum_marinum,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=9135
1635,f85c4338-018d-49a7-9af0-95f59c9a515e,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Eryngium_vaseyi,NA,NA,15,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3469
1636,70d7e6c1-79a2-482e-94ec-8e2a49d55265,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Psilocarphus_brevissimus,NA,NA,66,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6908
1637,cae7215e-bf3f-4ccb-a381-e21eca64c3ac,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Plagiobothrys_undulatus,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6609
1638,cb7b37d5-d28c-4ebb-a932-8968cb1a11a3,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Eleocharis_macrostachya,NA,NA,11,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2911
1639,6f48854f-f547-4090-a003-dcf7e8421da0,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Crassula_aquatica,NA,NA,2,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=2406
1640,1ae967ae-42f4-4b6b-8465-0a2742a9bbf7,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Juncus_bufonius,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=4441
1641,4fb7f051-70dc-4111-9e5d-53da9a158c65,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,0,0,117,Native,Grindelia_camporum,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=3956
1693,70a29022-be2c-4aa1-bff0-972fc61a6ca1,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,5,0,0,Non-Native,Polypogon_monspeliensis,NA,NA,4,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=6784
1694,5ea8402b-adc9-4f52-9cd4-fd716f106512,680687cf-2c9a-4116-9e73-64ca864b9f3d,2019-05-16,Del Sol/Camino Corto,3,major,42,Castilleja densiflora and Lupinus bicolor on pool edge,32,Right,bottom,0,5,0,7,107,2,5,5,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 3,NA,https://www.calflora.org/app/taxon?crn=10626
